Caption
*= Percentage change/share/price not interpretable or not calculable
**= Percentage change > 999.9 %
***= Provisional data

91 - Clocks and watches and parts thereof
Period	Commercial partner	Export	
		Value (CHF)	
	                  Iran	40,074,583	
	                  Iraq	1,277,859	
	                  Ireland	2,596,278	
	                  Israel	66,543,842	
	                  Italy	1,045,156,347	
	                  Jamaica	10,584,915	
	                  Japan	1,154,632,343	
	                  Jordan	30,442,740	
	                  Kazakhstan	18,829,436	
	                  Kenya	3,754,320	
	                  Korea (North)	81,017	
	                  Korea (South)	164,355,809	
	                  Kosovo	48,563	
	                  Kuwait	75,244,782	
	                  Kyrgyz, Rep.	2,508,859	
	                  Latvia	6,382,476	
	                  Lebanon	47,703,350	
	                  Liberia	12,814,606	
	                  Libya	10,572,487	
	                  Lithuania	5,040,290	
	                  Luxembourg	5,001,450	
	                  Macau	6,591,811	
	                  Macedonia	842,843	
	                  Madagascar	93,704	
	                  Malaysia	72,072,668	
	                  Maldives	867,521	
	                  Mali	108,543	
	                  Malta	7,951,304	
	                  Mariana, North.	79,879	
	                  Marshall Isl.	37,232	
	                  Mauritania	11,052	
	                  Mauritius	5,251,103	
	                  Mayotte	4,072	
	                  Mexico	220,637,173	
	                  Moldova	3,423,096	
	                  Mongolia	548,901	
	                  Montenegro	291,581	
	                  Morocco	40,583,792	
	                  Mozambique	49,317	
	                  Myanmar	194,077	
	                  Namibia	57,400	
	                  Nepal	2,573,314	
	                  Netherlands	94,038,593	
	                  New Caledonia	72,736	
	                  New Zealand	4,249,702	
	                  Nicaragua	72,259	
	                  Niger	23,340	
	                  Nigeria	6,567,868	
	                  Norway	26,245,628	
	                  Oman	34,192,939	
	                  Pakistan	15,212,901	
	                  Panama	72,795,528	
	                  Paraguay	1,515,632	
	                  Peru	8,319,672	
	                  Philippines	27,066,148	
	                  Poland	37,688,579	
	                  Polynesia, Fr.	121,847	
	                  Portugal	91,754,864	
	                  Qatar	97,848,988	
	                  Réunion	496,139	
	                  Romania	24,778,974	
	                  Russia	290,754,747	
	                  San Marino	15,977	
	                  Saudi Arabia	239,202,297	
	                  Senegal	166,400	
	                  Serbia	10,876,017	
	                  Seychelles	19,556	
	                  Sierra Leone	65,222	
	                  Singapore	782,871,240	
	                  Slovakia	5,908,341	
	                  Slovenia	9,116,060	
	                  South Africa	42,801,937	
	                  Spain	452,635,354	
	                  Sri Lanka	1,414,482	
	                  St Kitts	259,363	
	                  St Lucia	3,579,249	
	                  St Vincent	6,400	
	                  Sudan	743,809	
	                  Suriname	38,631	
	                  Sweden	47,646,314	
	                  Syria	54,208,960	
	                  Taiwan	289,529,980	
	                  Tajikistan	23,786	
	                  Tanzania	297,162	
	                  Thailand	265,144,153	
	                  Togo	3,880	
	                  Trinidad	11,667	
	                  Tunisia	5,498,026	
	                  Turkey	163,178,302	
	                  Turkmenistan	493,764	
	                  Turks	2,526,835	
	                  Uganda	61,146	
	                  Ukraine	112,508,659	
	                  United Kingdom	640,997,715	
	                  Uruguay	9,645,859	
	                  USA	2,369,480,573	
	                  Uzbekistan	8,524,775	
	                  Venezuela	42,483,925	
	                  Viet Nam	4,126,355	
	                  Yemen	6,165,964	
	                  Zambia	213,754	
	                  Zimbabwe	41,822	
2009	                  Afghanistan	918	
	                  Albania	695,289	
	                  Algeria	4,931,742	
	                  Am. Oceania	162,933	
	                  Am. Samoa	83,910	
	                  Amer. Virgin	17,469,988	
	                  Andorra	454,500	
	                  Angola	2,122,246	
	                  Anguilla	67,248	
	                  Antigua	1,564,634	
	                  Argentina	50,408,138	
	                  Armenia	4,116,780	
	                  Aruba	5,999,717	
	                  Australia	150,216,970	
	                  Austria	138,832,212	
	                  Azerbaijan	16,670,899	
	                  Bahamas	6,598,141	
	                  Bahrain	52,494,396	
	                  Bangladesh	1,144,162	
	                  Barbados	4,677,322	
	                  Belarus	2,693,311	
	                  Belgium	61,094,889	
	                  Belize	4,108,392	
	                  Bermuda	1,814,074	
	                  Bhutan	54,160	
	                  Bolivia	1,232,375	
	                  Bosnia-Herzeg.	1,387,084	
	                  Botswana	2,780	
	                  Bouvet Island	802,713	
	                  Brazil	40,792,017	
	                  Brit. Virgin	11,165,664	
	                  Brunei	80,547	
	                  Bulgaria	6,224,379	
	                  Cambodia	944,775	
	                  Cameroon	121,253	
	                  Canada	80,715,305	
	                  Cayman Islands	13,926,218	
	                  Chile	10,988,409	
	                  China	700,403,955	
	                  Colombia	13,984,418	
	                  Congo, Rep. of	93,580	
	                  Congo (RDC)	97,000	
	                  Costa Rica	7,855,465	
	                  Côte d'Ivoire	632,123	
	                  Croatia	3,735,562	
	                  Cuba	853,676	
	                  Cyprus	8,006,441	
	                  Czech Republic	17,511,640	
	                  Denmark	28,008,275	
	                  Djibouti	34,696	
	                  Dominica	308,250	
	                  Dominican Rep.	342,571	
	                  Ecuador	2,935,002	
	                  Egypt	31,005,846	
	                  El Salvador	476,604	
	                  Emirates, Arab	438,464,252	
	                  Estonia	1,537,586	
	                  Ethiopia	549,082	
	                  Finland	15,951,320	
	                  Fr. Southern T.	354,461	
	                  France	968,835,172	
	                  Gabon	43,465	
	                  Georgia	3,017,713	
	                  Germany	794,055,066	
	                  Ghana	182,343	
	                  Gibraltar	572,668	
	                  Greece	89,246,012	
	                  Greenland	11,950	
	                  Guadeloupe	4,022,387	
	                  Guam	8,451,088	
	                  Guatemala	2,999,369	
	                  Guiana, French	78,745	
	                  Guinea	17,395	
	                  Guinea, Equat.	13,588	
	                  Guyana	5,500	
	                  Haiti	401,141	
	                  Holy See	34,077	
	                  Honduras	1,273,630	
	                  Hong Kong	2,168,316,737	
	                  Hungary	9,118,751	
	                  Iceland	4,362,760	
	                  India	74,885,482	
	                  Indonesia	2,543,487	
	                  Iran	41,873,843	
	                  Iraq	1,041,867	
	                  Ireland	1,739,966	
	                  Israel	61,861,929	
	                  Italy	899,888,860	
	                  Jamaica	5,487,113	
	                  Japan	768,254,881	
	                  Jordan	31,196,562	
	                  Kazakhstan	22,725,555	
	                  Kenya	2,464,661	
	                  Korea (North)	101,590	
	                  Korea (South)	223,015,583	
	                  Kosovo	79,287	
	                  Kuwait	64,506,699	
	                  Kyrgyz, Rep.	1,752,860	
	                  Latvia	5,559,369	
	                  Lebanon	39,979,713	
	                  Liberia	14,747,197	
	                  Libya	8,479,193	
	                  Lithuania	1,404,979	
	                  Luxembourg	5,954,411	
	                  Macau	3,619,242	
	                  Macedonia	533,932	
	                  Madagascar	442	
	                  Malaysia	68,395,886	
	                  Maldives	338,769	
	                  Mali	17,050	
	                  Malta	6,244,033	
	                  Mariana, North.	72,528	
	                  Mauritania	40,112	
	                  Mauritius	3,316,779	
	                  Mexico	158,198,633	
	                  Moldova	2,030,912	
	                  Mongolia	225,386	
	                  Montenegro	199,397	
	                  Morocco	47,882,860	
	                  Mozambique	16,308	
	                  Myanmar	74,243	
	                  Namibia	23,716	
	                  Nepal	2,712,602	
	                  Netherlands	76,827,900	
	                  New Caledonia	88,917	
	                  New Zealand	6,235,580	
	                  Nicaragua	60,836	
	                  Niger	3,930	
	                  Nigeria	7,084,971	
	                  Norway	22,993,984	
	                  Oman	50,302,816	
	                  Pakistan	19,561,582	
	                  Panama	43,126,864	
	                  Papua	5,837	
	                  Paraguay	2,039,860	
	                  Peru	8,578,504	
	                  Philippines	23,990,657	
	                  Poland	27,682,457	
	                  Polynesia, Fr.	50,985	
	                  Portugal	93,958,074	
	                  Qatar	93,671,728	
	                  Réunion	529,241	
	                  Romania	11,919,434	
	                  Russia	141,842,450	
